file_path,file_name,extension,size_kb,ctime,mtime,atime,path_depth,days_since_mod,days_since_created,days_since_accessed,hour_created,is_stale,size_log,cluster,cluster_label,risk_score
C:\Users\ASUS\Downloads\1-03b286cc-25e1-4463-8957-c7d49f104698.pdf,1-03b286cc-25e1-4463-8957-c7d49f104698.pdf,.pdf,223.29296875,2025-10-24 10:39:15.548638,2025-10-24 10:39:15.723163,2025-12-14 16:35:34.614153,5,88,88,37,10,False,5.412953093509183,1,Active Workspace,0.171
C:\Users\ASUS\Downloads\1-568704fb-48f9-40a7-b06a-d142549a6be2.pdf,1-568704fb-48f9-40a7-b06a-d142549a6be2.pdf,.pdf,225.169921875,2025-10-24 10:39:33.587401,2025-10-24 10:39:33.749725,2025-12-14 16:35:34.615157,5,88,88,37,10,False,5.421286583465654,1,Active Workspace,0.171
C:\Users\ASUS\Downloads\1-9b6c3c75-0e3e-4445-b642-8694f4780d08.pdf,1-9b6c3c75-0e3e-4445-b642-8694f4780d08.pdf,.pdf,226.025390625,2025-12-08 22:19:45.757931,2025-12-08 22:19:46.194220,2025-12-14 16:35:34.615157,5,42,42,37,22,False,5.425061864199893,1,Active Workspace,0.165
C:\Users\ASUS\Downloads\10.pdf,10.pdf,.pdf,253.1591796875,2025-08-21 23:59:27.135397,2025-08-21 23:59:27.910010,2025-12-14 16:35:34.620942,5,151,151,37,23,True,5.537960762412379,1,Active Workspace,0.183
C:\Users\ASUS\Downloads\10th_11zon.pdf,10th_11zon.pdf,.pdf,133.05859375,2025-09-05 12:25:28.468968,2025-09-05 12:25:18.055835,2025-12-14 16:35:34.613156,5,137,137,37,12,True,4.898276971168692,1,Active Workspace,0.167
C:\Users\ASUS\Downloads\12.pdf,12.pdf,.pdf,201.763671875,2025-08-21 23:58:35.369300,2025-08-21 23:58:36.045330,2025-12-14 16:35:34.636544,5,151,151,37,23,True,5.312041122904565,1,Active Workspace,0.178
C:\Users\ASUS\Downloads\12th_11zon.pdf,12th_11zon.pdf,.pdf,142.4697265625,2025-09-05 12:25:25.580860,2025-09-05 12:25:18.137414,2025-12-14 16:35:34.620434,5,137,137,37,12,True,4.966124048222234,1,Active Workspace,0.168
C:\Users\ASUS\Downloads\1714439859800.png,1714439859800.png,.png,480.919921875,2025-08-27 09:14:29.470742,2025-08-27 09:18:10.173015,2025-12-14 16:35:34.617381,5,146,146,37,9,True,6.1777779630594924,1,Active Workspace,0.196
C:\Users\ASUS\Downloads\1755876501387.jpeg,1755876501387.jpeg,.jpeg,248.7763671875,2025-08-22 21:01:45.061548,2025-08-22 21:01:45.535905,2026-01-19 19:15:21.535286,5,150,150,0,21,True,5.520565986280411,3,Dormant Giants (High Risk),0.142
C:\Users\ASUS\Downloads\2csedssyll.pdf,2csedssyll.pdf,.pdf,5243.49609375,2025-07-26 09:10:56.086680,2025-07-26 09:10:56.664612,2025-12-14 16:35:34.680522,5,178,178,37,9,True,8.564934442573467,1,Active Workspace,0.254
C:\Users\ASUS\Downloads\2nd sem.pdf,2nd sem.pdf,.pdf,271.341796875,2025-08-22 00:04:07.451130,2025-08-22 00:04:07.700684,2025-12-14 16:35:34.627491,5,151,151,37,0,True,5.607057883585363,1,Active Workspace,0.184
C:\Users\ASUS\Downloads\3973617_ForgotPass.pdf,3973617_ForgotPass.pdf,.pdf,148.267578125,2025-07-24 18:27:12.226690,2025-07-24 18:27:12.775562,2025-12-14 16:35:34.626488,5,180,180,37,18,True,5.005740521719527,1,Active Workspace,0.175
C:\Users\ASUS\Downloads\4th Sem.pdf,4th Sem.pdf,.pdf,234.8623046875,2025-07-31 20:44:18.402708,2025-07-31 20:39:13.101298,2025-12-14 16:35:34.631542,5,172,172,37,20,True,5.46324818003569,1,Active Workspace,0.184
C:\Users\ASUS\Downloads\5 AI tool that make money in 20258.pdf,5 AI tool that make money in 20258.pdf,.pdf,73.5927734375,2025-08-26 22:16:53.461022,2025-08-26 22:16:53.640336,2025-12-14 16:35:34.630275,5,146,146,37,22,True,4.312043631706443,1,Active Workspace,0.155
C:\Users\ASUS\Downloads\A20250725020325470.pdf,A20250725020325470.pdf,.pdf,11.306640625,2025-07-27 19:53:40.262902,2025-07-27 19:53:40.461278,2025-12-14 16:35:34.623490,5,176,176,37,19,True,2.510139004902548,1,Active Workspace,0.119
C:\Users\ASUS\Downloads\activitywatch-v0.13.2-windows-x86_64-setup.exe,activitywatch-v0.13.2-windows-x86_64-setup.exe,.exe,83321.3212890625,2025-12-17 17:41:39.895731,2025-12-17 17:41:46.508629,2026-01-20 18:21:07.532647,5,34,34,0,17,False,11.330471754913166,3,Dormant Giants (High Risk),0.255
C:\Users\ASUS\Downloads\Advanced Prompt Learning 1.docx,Advanced Prompt Learning 1.docx,.docx,16.7255859375,2025-08-04 21:35:56.682566,2025-08-14 20:16:04.576074,2026-01-19 19:26:01.016990,5,158,168,0,21,True,2.8750091289945248,3,Dormant Giants (High Risk),0.085
C:\Users\ASUS\Downloads\af6f680d92c742efbaa269247217d0a1e0e9b5478d7fd8f1abc14ca5.jpg,af6f680d92c742efbaa269247217d0a1e0e9b5478d7fd8f1abc14ca5.jpg,.jpg,173.029296875,2025-12-09 12:26:13.395040,2025-12-09 12:26:13.734943,2025-12-16 19:20:23.861840,5,42,42,34,12,False,5.1592236578862405,1,Active Workspace,0.156
C:\Users\ASUS\Downloads\AgeGender.zip,AgeGender.zip,.zip,4366.326171875,2025-08-25 18:55:08.880033,2025-08-25 18:55:13.455927,2025-12-14 17:47:04.755209,5,147,147,37,18,True,8.381906240844089,1,Active Workspace,0.245
C:\Users\ASUS\Downloads\Agentic ai .zip,Agentic ai .zip,.zip,470816.7373046875,2025-11-06 22:25:24.950604,2025-11-06 22:24:47.208849,2025-12-14 16:35:38.603443,5,74,74,37,22,False,13.062226328477372,1,Active Workspace,0.339
C:\Users\ASUS\Downloads\allChannel.xspf,allChannel.xspf,.xspf,4050.59375,2025-12-19 06:08:33.420457,2025-12-19 06:08:33.696096,2025-12-24 09:13:59.933645,5,32,32,27,6,False,8.306865601210998,1,Active Workspace,0.217
C:\Users\ASUS\Downloads\AnyDesk.exe,AnyDesk.exe,.exe,7821.4296875,2025-09-21 20:29:04.817851,2025-09-21 20:29:11.714104,2026-01-20 16:03:35.036801,5,120,120,0,20,True,8.964750487007914,3,Dormant Giants (High Risk),0.215
C:\Users\ASUS\Downloads\Assessment - Viewer Page _ Infosys Springboard.pdf,Assessment - Viewer Page _ Infosys Springboard.pdf,.pdf,246.08984375,2025-09-21 09:37:47.901820,2025-09-21 09:37:48.087820,2025-12-14 16:35:34.657603,5,121,121,37,9,True,5.5097520103692075,1,Active Workspace,0.178
C:\Users\ASUS\Downloads\At (1).pdf,At (1).pdf,.pdf,158.5458984375,2025-11-25 21:56:26.511489,2025-11-25 21:56:29.930943,2025-12-14 16:35:34.686532,5,55,55,37,21,False,5.07233164532707,1,Active Workspace,0.159
C:\Users\ASUS\Downloads\At.pdf,At.pdf,.pdf,153.09765625,2025-11-25 21:31:09.852353,2025-11-25 21:31:10.531537,2025-12-14 16:35:34.689547,5,55,55,37,21,False,5.037586532930719,1,Active Workspace,0.158
C:\Users\ASUS\Downloads\BCS405A-module-3-written.pdf,BCS405A-module-3-written.pdf,.pdf,8042.7216796875,2025-06-07 06:43:58.520766,2025-06-07 06:44:00.746007,2025-12-14 16:35:34.711596,5,227,227,37,6,True,8.992647150553468,1,Active Workspace,0.27
C:\Users\ASUS\Downloads\Bloody Roar 2.rar,Bloody Roar 2.rar,.rar,21621.6494140625,2025-12-05 07:31:07.717593,2025-12-05 07:31:27.229917,2025-12-14 16:35:38.415479,5,46,46,37,7,False,9.981496628276458,1,Active Workspace,0.267
C:\Users\ASUS\Downloads\Blue and White Modern Professional Headshot LinkedIn Profile Picture.jpg,Blue and White Modern Professional Headshot LinkedIn Profile Picture.jpg,.jpg,81.6220703125,2025-08-26 21:59:14.215815,2025-08-26 21:59:14.404846,2025-12-14 16:35:34.701471,5,146,146,37,21,True,4.414276839903274,1,Active Workspace,0.157
C:\Users\ASUS\Downloads\boardingpass_0.png,boardingpass_0.png,.png,49.064453125,2026-01-11 15:13:52.644339,2026-01-11 15:13:52.826679,2026-01-11 15:14:17.364583,5,9,9,9,15,False,3.913311237800396,3,Dormant Giants (High Risk),0.097
C:\Users\ASUS\Downloads\Business Analyst Task.pdf,Business Analyst Task.pdf,.pdf,91.7216796875,2025-09-13 21:16:15.209680,2025-09-13 21:16:15.660183,2025-12-14 16:35:34.726617,5,128,128,37,21,True,4.529602314565209,1,Active Workspace,0.157
C:\Users\ASUS\Downloads\comet_installer_latest.exe,comet_installer_latest.exe,.exe,14305.3515625,2025-09-13 12:41:34.977800,2025-09-13 12:41:55.044490,2026-01-19 19:15:11.340256,5,129,129,0,12,True,9.56845888284562,3,Dormant Giants (High Risk),0.229
C:\Users\ASUS\Downloads\companies.xlsx,companies.xlsx,.xlsx,8.8994140625,2025-10-24 05:53:34.271192,2025-10-24 05:53:35.856029,2026-01-19 19:26:03.988988,5,88,88,0,5,False,2.2924755697829466,3,Dormant Giants (High Risk),0.062
C:\Users\ASUS\Downloads\Customer_Churn_Prediction_Models_in_Machine_Learning.png,Customer_Churn_Prediction_Models_in_Machine_Learning.png,.png,179.576171875,2025-08-26 20:21:00.627294,2025-08-26 20:21:00.794945,2025-12-24 09:13:35.452193,5,146,146,27,20,True,5.1961526936015785,1,Active Workspace,0.164
C:\Users\ASUS\Downloads\desktop.ini,desktop.ini,.ini,0.275390625,2023-12-02 08:27:18.148000,2025-10-26 14:59:03.363686,2026-01-20 18:52:45.725312,5,86,780,0,8,False,0.24325250423692327,3,Dormant Giants (High Risk),0.016
C:\Users\ASUS\Downloads\E Call Letter.pdf,E Call Letter.pdf,.pdf,272.1611328125,2025-11-25 17:54:07.542434,2025-11-25 17:54:07.737453,2025-12-14 16:35:34.790168,5,56,56,37,17,False,5.610061851150111,1,Active Workspace,0.171
C:\Users\ASUS\Downloads\ePSXe202-1.zip,ePSXe202-1.zip,.zip,1276.9013671875,2025-12-10 12:00:52.772712,2025-12-10 12:00:59.011132,2025-12-14 16:35:36.159357,5,41,41,37,12,False,7.152974454484576,1,Active Workspace,0.203
C:\Users\ASUS\Downloads\ePSXe205.zip,ePSXe205.zip,.zip,1349.173828125,2025-12-10 11:55:38.549155,2025-12-10 12:00:39.503858,2025-12-14 16:35:36.207620,5,41,41,37,11,False,7.20798862471749,1,Active Workspace,0.204
C:\Users\ASUS\Downloads\error 404 sih ppt.pptx,error 404 sih ppt.pptx,.pptx,3327.7919921875,2025-09-24 08:53:30.208754,2025-09-24 08:53:36.791555,2025-12-14 16:35:35.691596,5,118,118,37,8,True,8.110364752050451,1,Active Workspace,0.235
C:\Users\ASUS\Downloads\eTicket_IF25121821415912_3f336acc-8b23-4ec0-b39b-76f394888e22.pdf,eTicket_IF25121821415912_3f336acc-8b23-4ec0-b39b-76f394888e22.pdf,.pdf,40.1279296875,2025-12-18 18:08:47.169012,2025-12-18 18:08:47.394276,2025-12-23 13:33:38.264249,5,33,33,28,18,False,3.716687445150011,1,Active Workspace,0.116
C:\Users\ASUS\Downloads\ex 5 to 12.pdf,ex 5 to 12.pdf,.pdf,1349.5107421875,2025-12-07 10:34:38.658020,2025-12-07 10:34:39.130228,2025-12-14 16:35:35.524153,5,44,44,37,10,False,7.208238127430951,1,Active Workspace,0.205
C:\Users\ASUS\Downloads\export.txt,export.txt,.txt,8.265625,2025-10-19 20:29:01.731999,2025-10-19 20:29:01.945937,2025-12-14 16:35:35.349058,5,92,92,37,20,True,2.2263113156380534,1,Active Workspace,0.101
C:\Users\ASUS\Downloads\Gemini_Generated_Image_ylx96yylx96yylx9.png,Gemini_Generated_Image_ylx96yylx96yylx9.png,.png,4186.84765625,2025-08-26 20:49:17.889927,2025-08-26 20:49:18.071720,2025-12-14 16:35:35.411220,5,146,146,37,20,True,8.339942195075214,1,Active Workspace,0.244
C:\Users\ASUS\Downloads\get-pip.py,get-pip.py,.py,2253.79296875,2025-07-18 21:00:19.137255,2025-07-18 21:00:33.773272,2025-12-14 16:35:35.433832,5,185,185,37,21,True,7.720813437855033,1,Active Workspace,0.236
C:\Users\ASUS\Downloads\Git-2.51.0-64-bit.exe,Git-2.51.0-64-bit.exe,.exe,63184.875,2025-09-12 21:25:05.907083,2025-09-12 21:25:34.536106,2026-01-19 19:15:11.342259,5,129,129,0,21,True,11.053836058320366,3,Dormant Giants (High Risk),0.262
C:\Users\ASUS\Downloads\github-recovery-codes.txt,github-recovery-codes.txt,.txt,0.201171875,2026-01-04 19:52:33.491842,2026-01-04 19:52:33.671978,2026-01-04 19:52:34.517651,5,15,15,15,19,False,0.18329764276701008,3,Dormant Giants (High Risk),0.021
C:\Users\ASUS\Downloads\Govt_documents.pdf,Govt_documents.pdf,.pdf,419.72265625,2025-08-22 00:11:44.496862,2025-08-22 00:11:45.952870,2025-12-14 16:35:35.456422,5,151,151,37,0,True,6.041973842842638,1,Active Workspace,0.194
C:\Users\ASUS\Downloads\gtk3-runtime-3.24.31-2022-01-04-ts-win64.exe,gtk3-runtime-3.24.31-2022-01-04-ts-win64.exe,.exe,47855.4921875,2025-09-23 14:50:34.787923,2025-09-23 14:51:03.408357,2026-01-19 19:15:11.302459,5,119,119,0,14,True,10.775962065577373,3,Dormant Giants (High Risk),0.255
C:\Users\ASUS\Downloads\Habit_Report_2026.pdf,Habit_Report_2026.pdf,.pdf,60.8095703125,2026-01-09 07:02:07.431978,2026-01-09 07:30:37.835002,2026-01-09 20:44:03.108700,5,11,11,10,7,False,4.124058211899729,3,Dormant Giants (High Risk),0.103
C:\Users\ASUS\Downloads\images-removebg-preview.png,images-removebg-preview.png,.png,18.302734375,2025-07-28 17:50:47.286633,2025-07-28 17:50:47.816228,2025-12-14 16:35:35.477954,5,176,176,37,17,True,2.9602467633366762,1,Active Workspace,0.129
C:\Users\ASUS\Downloads\images.jpg,images.jpg,.jpg,5.16796875,2025-11-02 22:38:29.701767,2025-11-02 22:38:29.894153,2026-01-19 19:23:05.236154,5,78,78,0,22,False,1.8193695697760797,3,Dormant Giants (High Risk),0.05
C:\Users\ASUS\Downloads\images.png,images.png,.png,2.7060546875,2025-07-28 09:08:22.471298,2025-07-28 09:08:22.993351,2025-12-14 16:35:35.497543,5,176,176,37,9,True,1.309967884230277,1,Active Workspace,0.092
C:\Users\ASUS\Downloads\IMG-20251102-WA0012.jpg,IMG-20251102-WA0012.jpg,.jpg,197.966796875,2025-11-02 22:59:06.550170,2025-11-02 22:54:07.523241,2026-01-19 19:17:00.794875,5,78,78,0,22,False,5.293137960929132,3,Dormant Giants (High Risk),0.127
C:\Users\ASUS\Downloads\IMG-20251102-WA0013.jpg,IMG-20251102-WA0013.jpg,.jpg,138.0673828125,2025-11-02 22:59:06.550170,2025-11-02 22:54:07.670706,2026-01-19 19:16:59.856450,5,78,78,0,22,False,4.934958584103685,3,Dormant Giants (High Risk),0.119
C:\Users\ASUS\Downloads\IMG-20251102-WA0014.jpg,IMG-20251102-WA0014.jpg,.jpg,377.67578125,2025-11-02 22:59:06.586238,2025-11-02 22:54:07.671845,2026-01-19 19:16:58.942207,5,78,78,0,22,False,5.936680380525769,3,Dormant Giants (High Risk),0.141
C:\Users\ASUS\Downloads\IMG-20251102-WA0015.jpg,IMG-20251102-WA0015.jpg,.jpg,252.8232421875,2025-11-02 22:59:06.551443,2025-11-02 22:54:07.818590,2026-01-19 19:16:58.935210,5,78,78,0,22,False,5.536638127870289,3,Dormant Giants (High Risk),0.133
C:\Users\ASUS\Downloads\IMG-20251102-WA0016.jpg,IMG-20251102-WA0016.jpg,.jpg,379.9873046875,2025-11-02 22:59:06.586238,2025-11-02 22:54:07.965348,2026-01-19 19:16:55.974839,5,78,78,0,22,False,5.94276605354136,3,Dormant Giants (High Risk),0.142
C:\Users\ASUS\Downloads\IMG-20251102-WA0017.jpg,IMG-20251102-WA0017.jpg,.jpg,181.1044921875,2025-11-02 22:59:06.587667,2025-11-02 22:54:08.120472,2026-01-19 19:16:58.851491,5,78,78,0,22,False,5.204580655223911,3,Dormant Giants (High Risk),0.125
C:\Users\ASUS\Downloads\IMG-20251102-WA0018.jpg,IMG-20251102-WA0018.jpg,.jpg,133.26953125,2025-11-02 22:59:06.586238,2025-11-02 22:54:08.281319,2026-01-19 19:16:58.940209,5,78,78,0,22,False,4.899849206978501,3,Dormant Giants (High Risk),0.118
C:\Users\ASUS\Downloads\IMG-20251102-WA0019.jpg,IMG-20251102-WA0019.jpg,.jpg,209.5302734375,2025-11-02 22:59:06.551443,2025-11-02 22:54:08.442269,2026-01-19 19:17:00.774555,5,78,78,0,22,False,5.349629459587017,3,Dormant Giants (High Risk),0.128
C:\Users\ASUS\Downloads\IMG-20251102-WA0020.jpg,IMG-20251102-WA0020.jpg,.jpg,140.0546875,2025-11-02 22:59:06.580550,2025-11-02 22:54:08.598751,2026-01-19 19:17:00.793937,5,78,78,0,22,False,4.949147669791941,3,Dormant Giants (High Risk),0.119
C:\Users\ASUS\Downloads\IMG-20251102-WA0021.jpg,IMG-20251102-WA0021.jpg,.jpg,154.708984375,2025-11-02 22:59:06.552441,2025-11-02 22:54:08.746061,2026-01-19 19:17:01.724311,5,78,78,0,22,False,5.047988780290156,3,Dormant Giants (High Risk),0.122
C:\Users\ASUS\Downloads\IMG-20251102-WA0022.jpg,IMG-20251102-WA0022.jpg,.jpg,157.05859375,2025-11-02 22:59:06.552441,2025-11-02 22:54:08.892464,2026-01-19 19:20:53.123636,5,78,78,0,22,False,5.06296581079938,3,Dormant Giants (High Risk),0.122
C:\Users\ASUS\Downloads\IMG-20251102-WA0023.jpg,IMG-20251102-WA0023.jpg,.jpg,380.1337890625,2025-11-02 22:59:06.587667,2025-11-02 22:54:09.196209,2026-01-19 19:23:00.121292,5,78,78,0,22,False,5.943150465882141,3,Dormant Giants (High Risk),0.142
C:\Users\ASUS\Downloads\IMG-20251102-WA0024.jpg,IMG-20251102-WA0024.jpg,.jpg,157.2548828125,2025-11-02 22:59:06.550170,2025-11-02 22:54:09.348376,2026-01-19 19:20:52.376270,5,78,78,0,22,False,5.06420691560357,3,Dormant Giants (High Risk),0.122
C:\Users\ASUS\Downloads\IMG-20251102-WA0026.jpg,IMG-20251102-WA0026.jpg,.jpg,376.30859375,2025-11-02 22:59:06.587667,2025-11-02 22:54:09.349376,2026-01-19 19:20:48.720222,5,78,78,0,22,False,5.933063403678804,3,Dormant Giants (High Risk),0.141
C:\Users\ASUS\Downloads\IMG-20251102-WA0028.jpg,IMG-20251102-WA0028.jpg,.jpg,250.4736328125,2025-11-02 22:59:06.551443,2025-11-02 22:54:09.836252,2025-12-14 16:35:35.598645,5,78,78,37,22,False,5.527338144331997,1,Active Workspace,0.172
C:\Users\ASUS\Downloads\index_no_menu.html,index_no_menu.html,.html,32.5693359375,2025-08-09 08:14:07.759443,2025-08-09 08:14:25.777283,2025-12-14 16:35:35.617696,5,164,164,37,8,True,3.513613029369419,1,Active Workspace,0.14
C:\Users\ASUS\Downloads\index_updated.html,index_updated.html,.html,33.427734375,2025-08-09 08:07:45.174554,2025-08-09 08:08:22.783215,2025-12-14 16:35:35.617696,5,164,164,37,8,True,3.5388624713804457,1,Active Workspace,0.14
C:\Users\ASUS\Downloads\jdk-11.0.29_windows-x64_bin.exe,jdk-11.0.29_windows-x64_bin.exe,.exe,145349.671875,2025-11-26 09:15:30.676674,2025-11-26 09:16:05.551080,2026-01-20 18:21:07.565363,5,55,55,0,9,False,11.88690452843936,3,Dormant Giants (High Risk),0.27
C:\Users\ASUS\Downloads\Make it concise and 1 page resume.docx,Make it concise and 1 page resume.docx,.docx,5728.09765625,2025-08-22 18:07:34.914343,2025-08-22 18:28:51.416221,2026-01-19 19:26:01.104917,5,151,151,0,18,True,8.653313320213725,3,Dormant Giants (High Risk),0.212
C:\Users\ASUS\Downloads\Manotosh Mandal_AI_APPRECIATE_BADGE.png,Manotosh Mandal_AI_APPRECIATE_BADGE.png,.png,808.033203125,2025-08-09 09:17:59.125297,2025-08-09 09:17:59.602404,2025-12-24 09:11:54.664739,5,164,164,27,9,True,6.695839958397991,1,Active Workspace,0.199
C:\Users\ASUS\Downloads\Manotosh Mandal_AI_APPRECIATE_CERTIFICATE.png,Manotosh Mandal_AI_APPRECIATE_CERTIFICATE.png,.png,1005.2138671875,2025-08-09 09:18:05.472625,2025-08-09 09:18:05.953744,2025-12-14 16:35:36.013669,5,164,164,37,9,True,6.913949919702959,1,Active Workspace,0.215
C:\Users\ASUS\Downloads\Manotosh Mandal_AI_AWARE_BADGE.png,Manotosh Mandal_AI_AWARE_BADGE.png,.png,795.12890625,2025-08-09 09:17:39.639336,2025-08-09 09:17:40.195060,2025-12-14 16:35:36.025984,5,164,164,37,9,True,6.679761115258233,1,Active Workspace,0.21
C:\Users\ASUS\Downloads\Manotosh Mandal_AI_AWARE_CERTIFICATE.png,Manotosh Mandal_AI_AWARE_CERTIFICATE.png,.png,1013.05078125,2025-08-09 09:17:47.045828,2025-08-09 09:17:47.508898,2025-12-14 16:35:36.035513,5,164,164,37,9,True,6.921708263025366,1,Active Workspace,0.215
C:\Users\ASUS\Downloads\merged_academic_documents.pdf,merged_academic_documents.pdf,.pdf,1568.7080078125,2025-08-22 00:07:43.562770,2025-08-22 00:07:48.398257,2025-12-14 16:35:36.136220,5,151,151,37,0,True,7.358644898760472,1,Active Workspace,0.223
C:\Users\ASUS\Downloads\mii-power.rmskin,mii-power.rmskin,.rmskin,53.998046875,2025-11-19 16:26:16.163208,2025-11-19 16:26:16.634636,2025-12-14 16:35:36.145265,5,62,62,37,16,False,4.007297673238291,1,Active Workspace,0.136
C:\Users\ASUS\Downloads\MOHITOSH MANDAL.docx,MOHITOSH MANDAL.docx,.docx,16.7822265625,2025-07-26 23:09:50.901923,2025-07-29 10:26:13.561450,2026-01-19 19:26:01.051017,5,175,177,0,23,True,2.87819945073239,3,Dormant Giants (High Risk),0.087
C:\Users\ASUS\Downloads\mond.rmskin,mond.rmskin,.rmskin,1926.90625,2025-11-19 16:25:51.219124,2025-11-19 16:25:54.279153,2025-12-14 16:35:37.526177,5,62,62,37,16,False,7.56418984846956,1,Active Workspace,0.215
C:\Users\ASUS\Downloads\mongodb-windows-x86_64-8.0.10-signed.msi,mongodb-windows-x86_64-8.0.10-signed.msi,.msi,739836.0,2025-06-08 08:32:11.397037,2025-06-08 08:32:52.279155,2025-12-14 16:47:56.910514,5,226,226,37,8,True,13.514185170647023,1,Active Workspace,0.37
C:\Users\ASUS\Downloads\mongosh-2.5.2-x64.msi,mongosh-2.5.2-x64.msi,.msi,48648.0,2025-06-08 08:38:12.408932,2025-06-08 08:38:14.896630,2025-12-14 16:35:40.068488,5,226,226,37,8,True,10.79238653241831,1,Active Workspace,0.31
C:\Users\ASUS\Downloads\Monterey_1.0.2.rmskin,Monterey_1.0.2.rmskin,.rmskin,6750.9189453125,2025-11-19 16:26:58.724706,2025-11-19 16:27:06.233123,2025-12-14 16:35:40.640974,5,62,62,37,16,False,8.817582031658787,1,Active Workspace,0.243
C:\Users\ASUS\Downloads\My address.docx,My address.docx,.docx,12.34375,2025-07-29 08:15:52.482869,2025-08-03 19:33:24.119366,2026-01-19 19:26:01.035437,5,169,175,0,8,True,2.591048110428898,3,Dormant Giants (High Risk),0.08
