file_path,file_name,extension,size_kb,ctime,mtime,atime,path_depth,days_since_mod,days_since_created,days_since_accessed,hour_created,is_stale,size_log,cluster,cluster_label,risk_score
C:\Users\ASUS\Downloads\My address.pdf,My address.pdf,.pdf,51.654296875,2025-07-26 22:47:08.175466,2025-07-26 22:47:08.446677,2025-12-14 16:35:36.370292,5,177,177,37,22,True,3.96374784731068,1,Active Workspace,0.151
C:\Users\ASUS\Downloads\MyResume2.docx,MyResume2.docx,.docx,22.126953125,2025-11-02 13:48:13.830730,2025-11-02 13:48:14.405854,2026-01-19 19:26:04.346626,5,79,79,0,13,False,3.140998739291449,3,Dormant Giants (High Risk),0.08
C:\Users\ASUS\Downloads\My_QR_Code_1-1024.jpeg,My_QR_Code_1-1024.jpeg,.jpeg,72.5458984375,2025-09-13 12:44:37.233193,2025-09-13 12:44:37.698446,2026-01-19 19:23:05.706568,5,129,129,0,12,True,4.297909679856864,3,Dormant Giants (High Risk),0.112
C:\Users\ASUS\Downloads\New Text Document.txt,New Text Document.txt,.txt,0.0,2025-07-18 20:59:08.016596,2025-07-18 20:59:08.016596,2025-07-18 20:59:08.016596,5,185,185,185,20,True,0.0,1,Active Workspace,0.225
C:\Users\ASUS\Downloads\node-v22.19.0-x64.msi,node-v22.19.0-x64.msi,.msi,30640.0,2025-09-23 10:52:15.279949,2025-09-23 10:53:13.014587,2025-12-14 16:48:01.429456,5,119,119,37,10,True,10.330094260397669,1,Active Workspace,0.285
C:\Users\ASUS\Downloads\OllamaSetup.exe,OllamaSetup.exe,.exe,715285.3515625,2025-07-20 10:02:58.832961,2025-07-20 10:03:50.758365,2026-01-19 19:15:11.632634,5,184,184,0,10,True,13.480438233196555,3,Dormant Giants (High Risk),0.324
C:\Users\ASUS\Downloads\Pdffiller-SaveAs-101256.zip,Pdffiller-SaveAs-101256.zip,.zip,3675.2138671875,2025-07-27 19:43:05.797961,2025-07-27 19:43:36.075834,2025-12-14 16:35:38.496725,5,176,176,37,19,True,8.20963866110518,1,Active Workspace,0.246
C:\Users\ASUS\Downloads\Pdffiller-SaveAs-102856.zip,Pdffiller-SaveAs-102856.zip,.zip,3682.7783203125,2025-07-27 19:59:09.008689,2025-07-27 20:00:12.462088,2025-12-14 16:35:38.555460,5,176,176,37,19,True,8.211694221925304,1,Active Workspace,0.246
C:\Users\ASUS\Downloads\Pi7_images-removebg-preview.png,Pi7_images-removebg-preview.png,.png,18.1845703125,2025-07-28 18:00:50.445726,2025-07-28 18:00:50.889567,2025-12-14 16:35:38.565482,5,176,176,37,18,True,2.954106326393107,1,Active Workspace,0.129
C:\Users\ASUS\Downloads\plated-howl-466401-c6-7940777f7af7.json,plated-howl-466401-c6-7940777f7af7.json,.json,2.3447265625,2025-08-05 12:16:45.218141,2025-08-05 12:16:46.677507,2025-12-14 16:35:38.574510,5,168,168,37,12,True,1.2073849450968726,1,Active Workspace,0.089
C:\Users\ASUS\Downloads\pngtree-isolated-blue-plastic-bottle-png-image_11585849.png,pngtree-isolated-blue-plastic-bottle-png-image_11585849.png,.png,67.68359375,2025-09-09 19:36:07.024512,2025-09-09 19:36:07.466209,2026-01-19 19:23:06.016722,5,132,132,0,19,True,4.229510360664976,3,Dormant Giants (High Risk),0.111
C:\Users\ASUS\Downloads\portfolio_ajax_project.zip,portfolio_ajax_project.zip,.zip,2.482421875,2025-07-30 12:56:46.500130,2025-07-30 12:56:59.429189,2025-12-14 16:35:38.596416,5,174,174,37,12,True,1.2477279928236327,1,Active Workspace,0.091
C:\Users\ASUS\Downloads\portfolio_contact_django.zip,portfolio_contact_django.zip,.zip,16.740234375,2025-08-20 11:24:40.154241,2025-08-20 11:24:42.463735,2025-12-14 16:35:38.735999,5,153,153,37,11,True,2.875835188462706,1,Active Workspace,0.124
C:\Users\ASUS\Downloads\portfolio_site.zip,portfolio_site.zip,.zip,16.1689453125,2025-08-20 14:23:21.627466,2025-08-20 14:23:26.926486,2025-12-14 16:35:38.747036,5,153,153,37,14,True,2.8431022468433365,1,Active Workspace,0.123
C:\Users\ASUS\Downloads\Rainmeter-4.5.23.exe,Rainmeter-4.5.23.exe,.exe,2492.421875,2025-11-19 16:19:26.121006,2025-11-19 16:19:26.803854,2026-01-20 18:21:07.556727,5,62,62,0,16,False,7.821411293033536,3,Dormant Giants (High Risk),0.181
C:\Users\ASUS\Downloads\RescueTimeInstaller_X.exe,RescueTimeInstaller_X.exe,.exe,23541.9296875,2025-12-17 17:38:44.210673,2025-12-17 17:38:55.433768,2026-01-20 18:21:08.883202,5,34,34,0,17,False,10.066580828783977,3,Dormant Giants (High Risk),0.227
C:\Users\ASUS\Downloads\Resume.pdf,Resume.pdf,.pdf,103.3681640625,2025-08-22 18:22:58.105947,2025-08-22 18:29:02.358432,2025-12-14 16:35:38.860548,5,151,151,37,18,True,4.647924687014217,1,Active Workspace,0.163
C:\Users\ASUS\Downloads\rufus-4.11.exe,rufus-4.11.exe,.exe,1891.3515625,2025-10-22 12:18:16.284851,2025-10-22 12:18:17.572469,2026-01-19 19:15:11.298077,5,90,90,0,12,True,7.545575547625145,3,Dormant Giants (High Risk),0.179
C:\Users\ASUS\Downloads\rufus-4.9.exe,rufus-4.9.exe,.exe,2053.3515625,2025-09-22 20:23:11.069288,2025-09-22 20:23:17.206651,2026-01-19 19:15:11.328146,5,119,119,0,20,True,7.627715535774154,3,Dormant Giants (High Risk),0.185
C:\Users\ASUS\Downloads\SCHOOL_SEARCH_GUIDE.pdf,SCHOOL_SEARCH_GUIDE.pdf,.pdf,1514.7294921875,2025-07-24 19:28:14.918586,2025-07-24 19:28:43.094876,2025-12-14 16:35:38.922691,5,179,179,37,19,True,7.323652115048337,1,Active Workspace,0.226
C:\Users\ASUS\Downloads\SCPH1001.BIN,SCPH1001.BIN,.bin,512.0,2025-12-10 12:02:55.135227,2025-12-10 12:02:55.899872,2025-12-14 16:35:38.935776,5,41,41,37,12,False,6.240275845170769,1,Active Workspace,0.183
C:\Users\ASUS\Downloads\SE infosys.pdf,SE infosys.pdf,.pdf,224.228515625,2025-10-08 02:16:06.597511,2025-10-08 02:16:07.037688,2025-12-14 16:35:38.963381,5,104,104,37,2,True,5.417115511806288,1,Active Workspace,0.174
C:\Users\ASUS\Downloads\sejda-desktop_7.8.8_x64.msi,sejda-desktop_7.8.8_x64.msi,.msi,292604.0,2025-08-19 07:53:00.743820,2025-08-19 07:53:30.621897,2025-12-22 12:51:15.865220,5,154,154,29,7,True,12.586578855597143,1,Active Workspace,0.331
C:\Users\ASUS\Downloads\SIH2025-IDEA-Presentation-Format[1].pptx,SIH2025-IDEA-Presentation-Format[1].pptx,.pptx,269.2490234375,2025-09-19 18:08:16.975882,2025-09-19 18:08:17.011237,2025-12-14 16:35:39.490459,5,123,123,37,18,True,5.599343842960522,1,Active Workspace,0.18
C:\Users\ASUS\Downloads\Size Estimator.docx,Size Estimator.docx,.docx,2156.34765625,2025-11-16 09:42:54.947440,2025-11-17 10:50:45.918499,2026-01-20 18:21:24.882548,5,64,65,0,9,False,7.676634809224631,3,Dormant Giants (High Risk),0.178
C:\Users\ASUS\Downloads\super store sales.zip,super store sales.zip,.zip,722.2138671875,2025-08-24 09:14:48.106528,2025-08-24 09:14:49.561238,2025-12-14 16:35:39.720407,5,149,149,37,9,True,6.58370498365561,1,Active Workspace,0.206
C:\Users\ASUS\Downloads\Superhack 2025 IDEA SUBMISSION.pptx,Superhack 2025 IDEA SUBMISSION.pptx,.pptx,3329.98046875,2025-08-23 18:20:17.631381,2025-08-23 18:20:20.854718,2026-01-19 19:26:01.092933,5,150,150,0,18,True,8.111021974697055,3,Dormant Giants (High Risk),0.2
C:\Users\ASUS\Downloads\TableauPublicDesktop-64bit-2025-3-1.exe,TableauPublicDesktop-64bit-2025-3-1.exe,.exe,604159.625,2026-01-09 21:06:22.778425,2026-01-09 21:06:47.735715,2026-01-20 18:21:07.504302,5,10,10,0,21,False,13.311595376992857,3,Dormant Giants (High Risk),0.296
C:\Users\ASUS\Downloads\techcode.xlsx,techcode.xlsx,.xlsx,20.029296875,2025-10-24 06:08:46.387482,2025-10-24 06:08:48.124167,2026-01-19 19:26:04.361627,5,88,88,0,6,False,3.045916554776209,3,Dormant Giants (High Risk),0.079
C:\Users\ASUS\Downloads\TrafficMonitor_V1.84.1_x64.zip,TrafficMonitor_V1.84.1_x64.zip,.zip,1134.099609375,2025-08-27 19:39:46.162667,2025-08-27 19:39:48.453622,2025-12-14 16:35:41.993591,5,145,145,37,19,True,7.034475687628559,1,Active Workspace,0.215
C:\Users\ASUS\Downloads\TrafficMonitor_V1.85.1_x64.zip,TrafficMonitor_V1.85.1_x64.zip,.zip,1340.33984375,2025-08-27 19:41:26.037172,2025-08-27 19:41:29.009069,2025-12-14 16:35:41.643050,5,145,145,37,19,True,7.2014242767900445,1,Active Workspace,0.219
C:\Users\ASUS\Downloads\Upgrade my resume for 8 or 9 I'm giving you the d....docx,Upgrade my resume for 8 or 9 I'm giving you the d....docx,.docx,6050.2490234375,2025-08-22 18:04:39.270185,2025-08-22 18:04:42.296750,2026-01-19 19:26:01.114929,5,151,151,0,18,True,8.708019979871946,3,Dormant Giants (High Risk),0.213
C:\Users\ASUS\Downloads\VSCodeUserSetup-x64-1.101.2.exe,VSCodeUserSetup-x64-1.101.2.exe,.exe,108708.8984375,2025-06-26 10:28:29.773369,2025-06-26 10:28:37.578843,2026-01-19 19:15:11.638950,5,208,208,0,10,True,11.59643813094593,3,Dormant Giants (High Risk),0.285
C:\Users\ASUS\Downloads\VSCodeUserSetup-x64-1.103.1.exe,VSCodeUserSetup-x64-1.103.1.exe,.exe,112202.6875,2025-08-18 22:43:20.087730,2025-08-18 22:44:00.362632,2026-01-19 19:15:11.581783,5,154,154,0,22,True,11.628071136949572,3,Dormant Giants (High Risk),0.278
C:\Users\ASUS\Downloads\VTU Result 2024.pdf,VTU Result 2024.pdf,.pdf,340.7314453125,2025-08-22 00:02:35.024662,2025-08-22 00:02:07.624140,2025-12-14 16:35:41.780446,5,151,151,37,0,True,5.8340251809699275,1,Active Workspace,0.189
C:\Users\ASUS\Downloads\VTU Result 2025.pdf,VTU Result 2025.pdf,.pdf,341.71875,2025-08-22 00:02:40.909429,2025-08-22 00:02:07.625131,2025-12-14 16:35:41.802166,5,151,151,37,0,True,5.836910139960482,1,Active Workspace,0.189
C:\Users\ASUS\Downloads\WA_Fn-UseC_-Telco-Customer-Churn.csv,WA_Fn-UseC_-Telco-Customer-Churn.csv,.csv,954.5908203125,2025-08-25 19:13:59.580652,2025-08-25 19:14:00.107466,2025-12-14 16:35:41.815991,5,147,147,37,19,True,6.862329809202605,1,Active Workspace,0.212
C:\Users\ASUS\Downloads\WhatsApp Image 2025-07-27 at 08.30.07_978b6b4e.pdf,WhatsApp Image 2025-07-27 at 08.30.07_978b6b4e.pdf,.pdf,522.744140625,2025-07-27 19:42:41.701827,2025-07-27 19:42:41.882661,2025-12-24 09:13:45.288858,5,176,176,27,19,True,6.261003283822934,1,Active Workspace,0.191
C:\Users\ASUS\Downloads\WhatsApp Image 2025-08-22 at 00.10.24_113ef92c.jpg,WhatsApp Image 2025-08-22 at 00.10.24_113ef92c.jpg,.jpg,101.2099609375,2025-08-22 00:10:51.528169,2025-08-22 00:10:24.132182,2025-12-14 16:35:41.841588,5,151,151,37,0,True,4.627029138162064,1,Active Workspace,0.163
C:\Users\ASUS\Downloads\WhatsApp Image 2025-08-22 at 00.10.24_6fc1c811.jpg,WhatsApp Image 2025-08-22 at 00.10.24_6fc1c811.jpg,.jpg,141.6689453125,2025-08-22 00:10:44.717315,2025-08-22 00:10:23.893979,2025-12-24 09:13:50.602714,5,151,151,27,0,True,4.960526878602728,1,Active Workspace,0.159
C:\Users\ASUS\Downloads\WhatsApp Image 2025-08-22 at 00.10.25_d5652614.jpg,WhatsApp Image 2025-08-22 at 00.10.25_d5652614.jpg,.jpg,116.123046875,2025-08-22 00:10:57.877252,2025-08-22 00:10:24.942600,2025-12-24 09:13:38.967039,5,151,151,27,0,True,4.763225064859249,1,Active Workspace,0.155
C:\Users\ASUS\Downloads\WhatsApp Image 2025-09-05 at 23.19.49_48992ffe.jpg,WhatsApp Image 2025-09-05 at 23.19.49_48992ffe.jpg,.jpg,144.7626953125,2025-10-26 07:47:34.550546,2025-10-26 07:47:53.550174,2026-01-19 19:23:05.391547,5,86,86,0,7,False,4.981979924782094,3,Dormant Giants (High Risk),0.121
C:\Users\ASUS\Downloads\WhatsApp Image 2025-11-01 at 11.39.22_3e62cafd.jpg,WhatsApp Image 2025-11-01 at 11.39.22_3e62cafd.jpg,.jpg,98.2744140625,2025-11-02 22:58:57.583241,2025-11-02 22:54:07.169059,2026-01-19 19:17:00.799673,5,78,78,0,22,False,4.597887874834196,3,Dormant Giants (High Risk),0.112
C:\Users\ASUS\Downloads\WhatsApp Image 2025-11-17 at 10.15.04_3cc575e5.jpg,WhatsApp Image 2025-11-17 at 10.15.04_3cc575e5.jpg,.jpg,29.5595703125,2025-11-17 10:15:16.367309,2025-11-17 10:15:05.677185,2026-01-19 19:20:50.962892,5,64,64,0,10,False,3.4196779037446277,3,Dormant Giants (High Risk),0.084
C:\Users\ASUS\Downloads\WhatsApp Image 2025-11-17 at 10.18.31_7e84e888.jpg,WhatsApp Image 2025-11-17 at 10.18.31_7e84e888.jpg,.jpg,47.177734375,2025-11-17 10:18:40.508765,2025-11-17 10:18:32.423988,2026-01-19 19:20:51.490823,5,64,64,0,10,False,3.8748969719008963,3,Dormant Giants (High Risk),0.094
C:\Users\ASUS\Downloads\WhatsApp Image 2025-11-17 at 10.20.36_a63c3016.jpg,WhatsApp Image 2025-11-17 at 10.20.36_a63c3016.jpg,.jpg,16.2421875,2025-11-17 10:20:43.982333,2025-11-17 10:20:37.025086,2025-12-14 16:35:41.889722,5,64,64,37,10,False,2.8473591423371194,1,Active Workspace,0.111
C:\Users\ASUS\Downloads\WhatsApp Image 2025-11-17 at 10.22.34_39c6d0cd.jpg,WhatsApp Image 2025-11-17 at 10.22.34_39c6d0cd.jpg,.jpg,13.0068359375,2025-11-17 10:22:41.488111,2025-11-17 10:22:35.280359,2025-12-14 16:35:41.897735,5,64,64,37,10,False,2.63954549169476,1,Active Workspace,0.106
C:\Users\ASUS\Downloads\WhatsApp Installer.exe,WhatsApp Installer.exe,.exe,1081.03125,2025-12-12 21:20:56.209466,2025-12-12 21:20:56.420289,2026-01-20 18:21:07.523542,5,38,38,0,21,False,6.986595340689913,3,Dormant Giants (High Risk),0.159
C:\Users\ASUS\Downloads\WhatsApp_Image_2025-07-28_at_18.06.48_20b1df33-removebg-preview.png,WhatsApp_Image_2025-07-28_at_18.06.48_20b1df33-removebg-preview.png,.png,120.033203125,2025-07-28 18:17:40.841063,2025-07-28 18:17:41.277544,2025-12-14 16:35:41.934798,5,176,176,37,18,True,4.796064913946038,1,Active Workspace,0.17
C:\Users\ASUS\Downloads\White and Grey Modern Portrait LinkedIn Profile Picture.jpg,White and Grey Modern Portrait LinkedIn Profile Picture.jpg,.jpg,51.810546875,2025-08-26 22:01:53.502294,2025-08-26 22:01:53.693140,2025-12-24 09:11:46.152889,5,146,146,27,22,True,3.966710922185012,1,Active Workspace,0.136
C:\Users\ASUS\Downloads\~$vanced Prompt Learning 1.docx,~$vanced Prompt Learning 1.docx,.docx,0.158203125,2025-08-05 20:40:51.320856,2025-08-05 20:40:51.321855,2025-12-14 16:35:41.936800,5,167,167,37,20,True,0.14686977395821768,1,Active Workspace,0.065
C:\Users\ASUS\Downloads\Agentic ai\IMG_0949.JPG,IMG_0949.JPG,.jpg,5893.5908203125,2025-11-06 22:25:38.968452,2025-11-06 10:43:36.000000,2025-12-14 16:35:41.963454,6,75,74,37,22,False,8.681790399249842,1,Active Workspace,0.242
C:\Users\ASUS\Downloads\Agentic ai\IMG_0950.JPG,IMG_0950.JPG,.jpg,5024.7392578125,2025-11-06 22:25:38.988894,2025-11-06 10:46:10.000000,2025-12-14 16:35:41.963454,6,75,74,37,22,False,8.52232783808937,1,Active Workspace,0.238
C:\Users\ASUS\Downloads\Agentic ai\IMG_0951.JPG,IMG_0951.JPG,.jpg,5136.0966796875,2025-11-06 22:25:39.008989,2025-11-06 10:46:16.000000,2025-12-14 16:35:41.973516,6,75,74,37,22,False,8.544243350552481,1,Active Workspace,0.239
C:\Users\ASUS\Downloads\Agentic ai\IMG_0952.JPG,IMG_0952.JPG,.jpg,4383.8984375,2025-11-06 22:25:39.025632,2025-11-06 10:46:26.000000,2025-12-14 16:35:41.973516,6,75,74,37,22,False,8.38592174319256,1,Active Workspace,0.235
C:\Users\ASUS\Downloads\Agentic ai\IMG_0953.JPG,IMG_0953.JPG,.jpg,4327.783203125,2025-11-06 22:25:39.043902,2025-11-06 10:46:30.000000,2025-12-14 16:35:41.982565,6,75,74,37,22,False,8.373041766059725,1,Active Workspace,0.235
C:\Users\ASUS\Downloads\Agentic ai\IMG_0954.JPG,IMG_0954.JPG,.jpg,5334.3720703125,2025-11-06 22:25:39.059651,2025-11-06 10:46:40.000000,2025-12-14 16:35:41.982565,6,75,74,37,22,False,8.582113902693445,1,Active Workspace,0.24
C:\Users\ASUS\Downloads\Agentic ai\IMG_0955.JPG,IMG_0955.JPG,.jpg,5052.2685546875,2025-11-06 22:25:39.075084,2025-11-06 10:46:44.000000,2025-12-14 16:35:41.993591,6,75,74,37,22,False,8.527790551452851,1,Active Workspace,0.239
C:\Users\ASUS\Downloads\Agentic ai\IMG_0956.JPG,IMG_0956.JPG,.jpg,4502.84375,2025-11-06 22:25:39.093037,2025-11-06 10:46:46.000000,2025-12-14 16:35:41.993591,6,75,74,37,22,False,8.412686477832331,1,Active Workspace,0.236
C:\Users\ASUS\Downloads\Agentic ai\IMG_0957.JPG,IMG_0957.JPG,.jpg,5677.412109375,2025-11-06 22:25:39.106574,2025-11-06 10:46:58.000000,2025-12-14 16:35:42.003617,6,75,74,37,22,False,8.64442691442289,1,Active Workspace,0.241
C:\Users\ASUS\Downloads\Agentic ai\IMG_0958.JPG,IMG_0958.JPG,.jpg,5908.5234375,2025-11-06 22:25:39.121543,2025-11-06 10:47:02.000000,2025-12-14 16:35:42.006617,6,75,74,37,22,False,8.68432047051601,1,Active Workspace,0.242
C:\Users\ASUS\Downloads\Agentic ai\IMG_0959.JPG,IMG_0959.JPG,.jpg,5575.3134765625,2025-11-06 22:25:39.137342,2025-11-06 10:47:10.000000,2025-12-14 16:35:42.005617,6,75,74,37,22,False,8.626283169755851,1,Active Workspace,0.241
C:\Users\ASUS\Downloads\Agentic ai\IMG_0960.JPG,IMG_0960.JPG,.jpg,5086.8359375,2025-11-06 22:25:39.153805,2025-11-06 10:47:18.000000,2025-12-14 16:35:42.015646,6,75,74,37,22,False,8.534607859511869,1,Active Workspace,0.239
C:\Users\ASUS\Downloads\Agentic ai\IMG_0961.JPG,IMG_0961.JPG,.jpg,4995.6044921875,2025-11-06 22:25:39.168623,2025-11-06 10:47:30.000000,2025-12-14 16:35:42.016647,6,75,74,37,22,False,8.516513859159822,1,Active Workspace,0.238
C:\Users\ASUS\Downloads\Agentic ai\IMG_0962.JPG,IMG_0962.JPG,.jpg,4433.6796875,2025-11-06 22:25:39.186357,2025-11-06 10:47:40.000000,2025-12-14 16:35:42.016647,6,75,74,37,22,False,8.397210668347366,1,Active Workspace,0.236
C:\Users\ASUS\Downloads\Agentic ai\IMG_0963.JPG,IMG_0963.JPG,.jpg,4202.7626953125,2025-11-06 22:25:39.202972,2025-11-06 10:47:48.000000,2025-12-14 16:35:42.015646,6,75,74,37,22,False,8.343735283046946,1,Active Workspace,0.234
C:\Users\ASUS\Downloads\Agentic ai\IMG_0964.JPG,IMG_0964.JPG,.jpg,4852.365234375,2025-11-06 22:25:39.218751,2025-11-06 10:49:28.000000,2025-12-14 16:35:42.027203,6,75,74,37,22,False,8.487427606077793,1,Active Workspace,0.238
C:\Users\ASUS\Downloads\Agentic ai\IMG_0965.JPG,IMG_0965.JPG,.jpg,6114.783203125,2025-11-06 22:25:39.237474,2025-11-06 10:49:32.000000,2025-12-14 16:35:42.026193,6,75,74,37,22,False,8.718628118926398,1,Active Workspace,0.243
C:\Users\ASUS\Downloads\Agentic ai\IMG_0966.JPG,IMG_0966.JPG,.jpg,6857.03515625,2025-11-06 22:25:39.255280,2025-11-06 10:52:02.000000,2025-12-14 16:35:42.026193,6,75,74,37,22,False,8.833176259322062,1,Active Workspace,0.245
C:\Users\ASUS\Downloads\Agentic ai\IMG_0967.JPG,IMG_0967.JPG,.jpg,6280.751953125,2025-11-06 22:25:39.273279,2025-11-06 10:52:02.000000,2025-12-14 16:35:42.026193,6,75,74,37,22,False,8.74540419398394,1,Active Workspace,0.243
C:\Users\ASUS\Downloads\Agentic ai\IMG_0968.JPG,IMG_0968.JPG,.jpg,6267.6630859375,2025-11-06 22:25:39.291652,2025-11-06 10:52:16.000000,2025-12-14 16:35:42.036248,6,75,74,37,22,False,8.743318386958098,1,Active Workspace,0.243
C:\Users\ASUS\Downloads\Agentic ai\IMG_0969.JPG,IMG_0969.JPG,.jpg,4790.48828125,2025-11-06 22:25:39.308850,2025-11-06 10:52:22.000000,2025-12-14 16:35:42.036248,6,75,74,37,22,False,8.474596348043583,1,Active Workspace,0.237
C:\Users\ASUS\Downloads\Agentic ai\IMG_0970.JPG,IMG_0970.JPG,.jpg,5325.83203125,2025-11-06 22:25:39.324289,2025-11-06 10:52:26.000000,2025-12-14 16:35:42.036248,6,75,74,37,22,False,8.580511974835487,1,Active Workspace,0.24
C:\Users\ASUS\Downloads\Agentic ai\IMG_0971.JPG,IMG_0971.JPG,.jpg,5398.8310546875,2025-11-06 22:25:39.339289,2025-11-06 10:52:44.000000,2025-12-14 16:35:42.036248,6,75,74,37,22,False,8.594122945893963,1,Active Workspace,0.24
C:\Users\ASUS\Downloads\Agentic ai\IMG_0973.JPG,IMG_0973.JPG,.jpg,5388.6953125,2025-11-06 22:25:39.356289,2025-11-06 10:52:50.000000,2026-01-19 19:23:32.527160,6,75,74,0,22,False,8.592244134012123,3,Dormant Giants (High Risk),0.2
C:\Users\ASUS\Downloads\Agentic ai\IMG_0974.JPG,IMG_0974.JPG,.jpg,5414.79296875,2025-11-06 22:25:39.371289,2025-11-06 10:53:34.000000,2025-12-14 16:35:42.046065,6,75,74,37,22,False,8.597074588002917,1,Active Workspace,0.24
C:\Users\ASUS\Downloads\Agentic ai\IMG_0975.JPG,IMG_0975.JPG,.jpg,5723.8447265625,2025-11-06 22:25:39.388290,2025-11-06 10:53:38.000000,2025-12-14 16:35:42.046065,6,75,74,37,22,False,8.652570706056816,1,Active Workspace,0.241
C:\Users\ASUS\Downloads\Agentic ai\IMG_0978.JPG,IMG_0978.JPG,.jpg,7037.4140625,2025-11-06 22:25:39.404473,2025-11-06 10:54:40.000000,2025-12-14 16:35:42.046065,6,75,74,37,22,False,8.859138148560747,1,Active Workspace,0.246
C:\Users\ASUS\Downloads\Agentic ai\IMG_1021.JPG,IMG_1021.JPG,.jpg,5881.0673828125,2025-11-06 22:25:39.423473,2025-11-06 11:39:28.000000,2025-12-14 16:35:42.057113,6,75,74,37,22,False,8.679663574813794,1,Active Workspace,0.242
C:\Users\ASUS\Downloads\Agentic ai\IMG_1022.JPG,IMG_1022.JPG,.jpg,4882.36328125,2025-11-06 22:25:39.439473,2025-11-06 11:39:44.000000,2025-12-14 16:35:42.056110,6,75,74,37,22,False,8.49358945843748,1,Active Workspace,0.238
C:\Users\ASUS\Downloads\Agentic ai\IMG_1023.JPG,IMG_1023.JPG,.jpg,4515.1484375,2025-11-06 22:25:39.454484,2025-11-06 11:39:46.000000,2025-12-14 16:35:42.056110,6,75,74,37,22,False,8.415414793972063,1,Active Workspace,0.236
C:\Users\ASUS\Downloads\Agentic ai\IMG_1024.JPG,IMG_1024.JPG,.jpg,6190.7822265625,2025-11-06 22:25:39.468576,2025-11-06 11:39:54.000000,2025-12-14 16:35:42.057113,6,75,74,37,22,False,8.730978244522284,1,Active Workspace,0.243
C:\Users\ASUS\Downloads\Agentic ai\IMG_1025.JPG,IMG_1025.JPG,.jpg,5167.9208984375,2025-11-06 22:25:39.485108,2025-11-06 11:40:08.000000,2025-12-14 16:35:42.066942,6,75,74,37,22,False,8.55041922201017,1,Active Workspace,0.239
